Data Sessão,PL,Autor,Status,Votos,Presentes,Fonte
2025-10-02,063/2025,Vitinho Nogueira,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-sMDaK1_7-QM-ytranscript.txt
2025-10-02,063/2025,Vitinho Nogueira,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira",video-q4OpqYXvxh0-ytranscript.txt
2025-10-02,065/2025,Paulinho Nogueira,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-sMDaK1_7-QM-ytranscript.txt
2025-10-02,065/2025,Paulinho Nogueira,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-Xx4rK1E4rqI-ytranscript.txt
2025-10-02,065/2025,Paulinho Nogueira,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira",video-faVOBjdAiDs-ytranscript.txt
2025-10-02,066/2025,Dudu do Resgate,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-sMDaK1_7-QM-ytranscript.txt
2025-10-02,066/2025,Dudu do Resgate,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-Xx4rK1E4rqI-ytranscript.txt
2025-10-02,066/2025,Dudu do Resgate,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira",video-q4OpqYXvxh0-ytranscript.txt
2025-10-02,070/2025,Luciano Santos,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-Xx4rK1E4rqI-ytranscript.txt
2025-10-02,072/2025,Sandrinho,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-Xx4rK1E4rqI-ytranscript.txt
2025-10-02,073/2025,Cacau Repórter,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-GWiUIy5IE0Q-ytranscript.txt
2025-10-02,073/2025,Cacau Repórter,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Vitinho Nogueira, Érica Marra",video-fAJP0gixuE0-ytranscript.txt
2025-10-02,077/2025,Luciano Santos,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-TgmiFJBXdpU-ytranscript.txt
2025-10-02,077/2025,Paulinho Nogueira,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira",video-q4OpqYXvxh0-ytranscript.txt
2025-10-02,079/2025,Cacau Repórter,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,079/2025,Cacau Repórter,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt
2025-10-02,079/2025,Paulinho Nogueira,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira",video-q4OpqYXvxh0-ytranscript.txt
2025-10-02,080/2025,Cacau Repórter,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt
2025-10-02,081/2025,Cacau Repórter,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-GWiUIy5IE0Q-ytranscript.txt
2025-10-02,081/2025,Cacau Repórter,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,081/2025,Cacau Repórter,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt
2025-10-02,082/2025,Dudu do Resgate,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,082/2025,Dudu do Resgate,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-NERWij9Cmqg-ytranscript.txt
2025-10-02,083/2025,Calé,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-GWiUIy5IE0Q-ytranscript.txt
2025-10-02,084/2025,Calé,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-GWiUIy5IE0Q-ytranscript.txt
2025-10-02,084/2025,Márcia Valentim,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-Xx4rK1E4rqI-ytranscript.txt
2025-10-02,087/2025,Luciano Santos,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-TgmiFJBXdpU-ytranscript.txt
2025-10-02,087/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,088/2025,Diego Barbosa,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-GWiUIy5IE0Q-ytranscript.txt
2025-10-02,088/2025,Calé,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,089/2025,Diego Barbosa,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-GWiUIy5IE0Q-ytranscript.txt
2025-10-02,089/2025,Diego Barbosa,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,089/2025,Diego Barbosa,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt
2025-10-02,090/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,090/2025,Diego Barbosa,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt
2025-10-02,092/2025,Diego Barbosa,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-TgmiFJBXdpU-ytranscript.txt
2025-10-02,096/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,097/2025,Diego Barbosa,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-GWiUIy5IE0Q-ytranscript.txt
2025-10-02,097/2025,Dudu do Resgate,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,097/2025,Diego Barbosa,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt
2025-10-02,098/2025,Cacau Repórter,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,103/2025,Dudu do Resgate,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,103/2025,Dudu do Resgate,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-NERWij9Cmqg-ytranscript.txt
2025-10-02,103/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-6AoJ7m12pY0-ytranscript.txt
2025-10-02,104/2025,Diego Barbosa,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-NERWij9Cmqg-ytranscript.txt
2025-10-02,104/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-6AoJ7m12pY0-ytranscript.txt
2025-10-02,106/2025,Márcia Valentim,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-TgmiFJBXdpU-ytranscript.txt
2025-10-02,106/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-6AoJ7m12pY0-ytranscript.txt
2025-10-02,107/2025,Márcia Valentim,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-TgmiFJBXdpU-ytranscript.txt
2025-10-02,107/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-6AoJ7m12pY0-ytranscript.txt
2025-10-02,108/2025,Paulinho Nogueira,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-TgmiFJBXdpU-ytranscript.txt
2025-10-02,109/2025,Vitinho Nogueira,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,111/2025,Vitinho Nogueira,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,112/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-NERWij9Cmqg-ytranscript.txt
2025-10-02,113/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,114/2025,Cacau Repórter,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,116/2025,Cacau Repórter,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,117/2025,Cacau Repórter,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-GWiUIy5IE0Q-ytranscript.txt
2025-10-02,118/2025,Luciano Santos,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,118/2025,Márcia Valentim,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,12/2025,Diego Barbosa,Em Discussão,N/A,"Amanda, André do Gás, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-KOFfnMQI7aA-ytranscript.txt
2025-10-02,120/2025,Amanda,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,122/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,123/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-TgmiFJBXdpU-ytranscript.txt
2025-10-02,123/2025,Luciano Santos,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,124/2025,Cacau Repórter,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt
2025-10-02,126/2025,Márcia Valentim,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,127/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-TgmiFJBXdpU-ytranscript.txt
2025-10-02,127/2025,Márcia Valentim,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,128/2025,Paulinho Nogueira,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt
2025-10-02,129/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt
2025-10-02,129/2025,Diego Barbosa,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-NERWij9Cmqg-ytranscript.txt
2025-10-02,130/2025,Cacau Repórter,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Vitinho Nogueira",video-GWiUIy5IE0Q-ytranscript.txt
