Data Sessão,PL,Autor,Ementa,Status,Votos,Presentes,Fonte,Link YouTube
2025-08-26,211/2025,Fidel Faria,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-08-26,212/2025,Sandrinho,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-09-11,212/2025,Sandrinho,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-3RdIXI6Cc18-ytranscript.txt,N/A
2024-02-23,215/2025,Fidel,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2025-08-26,215/2025,Fidel Faria,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-09-11,215/2025,Fidel,Dispõe sobre d,Em Discussão,N/A,Chamada não identificada,video-3RdIXI6Cc18-ytranscript.txt,N/A
2025-08-14,217/2025,Caio Perfister,Dispõe sobre d,Encaminhado para Comissão,N/A,Chamada não identificada,video-oxLspHRq6fo-ytranscript.txt,https://www.youtube.com/watch?v=oxLspHRq6fo
2025-08-14,218/2025,Caio Perfister,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-oxLspHRq6fo-ytranscript.txt,https://www.youtube.com/watch?v=oxLspHRq6fo
2025-08-26,218/2025,Caio Perfisti,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-09-11,218/2025,Caio Perfiste,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-3RdIXI6Cc18-ytranscript.txt,N/A
2025-08-14,219/2025,Caio Perfiste,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-oxLspHRq6fo-ytranscript.txt,https://www.youtube.com/watch?v=oxLspHRq6fo
2025-08-19,219/2025,Caio Perfister,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",video-EeqUDqM_VzE-ytranscript.txt,N/A
2025-04-15,22/2025,Fidel Faria,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-08-14,220/2025,Igor Faraco,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-oxLspHRq6fo-ytranscript.txt,https://www.youtube.com/watch?v=oxLspHRq6fo
2025-08-14,221/2025,João Miguel,Dispõe sobre c,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-oxLspHRq6fo-ytranscript.txt,https://www.youtube.com/watch?v=oxLspHRq6fo
2025-08-14,222/2025,João Miguel,Dispõe sobre c,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-oxLspHRq6fo-ytranscript.txt,https://www.youtube.com/watch?v=oxLspHRq6fo
2025-08-14,223/2025,Paulinho Nogueira,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-oxLspHRq6fo-ytranscript.txt,https://www.youtube.com/watch?v=oxLspHRq6fo
2025-08-18,223/2025,Paulinho Nogueira altera a lei municipal 1189 de 9 de,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Totó, Totó Online",video-HCqLAjXnDAY-ytranscript.txt,N/A
2025-08-19,223/2025,Paulinho Nogueira,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",video-EeqUDqM_VzE-ytranscript.txt,N/A
2025-08-14,224/2025,Paulinho Nogueira,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-oxLspHRq6fo-ytranscript.txt,https://www.youtube.com/watch?v=oxLspHRq6fo
2025-09-30,224/2025,Paulinho Nogueira,Dispõe sobre a,Não identificado,N/A,Chamada não identificada,video-BsSgj42_sG4-ytranscript.txt,https://www.youtube.com/watch?v=BsSgj42_sG4
2025-10-09,224/2025,João Miguel,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-14,224/2025,João Miguel,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-08-18,225/2025,Sandrinho,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Totó, Totó Online",video-HCqLAjXnDAY-ytranscript.txt,N/A
2025-08-19,225/2025,Sandrinho,Dispõe sobre d,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",video-EeqUDqM_VzE-ytranscript.txt,N/A
2024-02-23,226/2025,Vitinho,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2025-09-04,226/2025,Vitinho Nogueira,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-KlVAXPja2jI-ytranscript.txt,N/A
2025-08-19,227/2025,Calé,Dispõe sobre d,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",video-EeqUDqM_VzE-ytranscript.txt,N/A
2025-08-19,228/2025,Calé,Dispõe sobre d,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",video-EeqUDqM_VzE-ytranscript.txt,N/A
2025-09-30,230/2022,André do Gás,Dispõe sobre a,Não identificado,N/A,Chamada não identificada,video-BsSgj42_sG4-ytranscript.txt,https://www.youtube.com/watch?v=BsSgj42_sG4
2025-09-20,230/2025,André do Gás,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-0XcCRwhO6Lw-ytranscript.txt,N/A
2025-10-09,234/2025,João Miguel,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-14,234/2025,João Miguel,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-08-21,235/2025,Vitinho,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-08-26,235/2025,Vitinho,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-09-20,235/2025,Vitinho,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-0XcCRwhO6Lw-ytranscript.txt,N/A
2024-02-23,236/2025,Total online,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2025-08-26,236/2025,Totó Online,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-09-04,236/2025,Totó Online,Dispõe sobre l,Não identificado,N/A,Chamada não identificada,video-KlVAXPja2jI-ytranscript.txt,N/A
2025-09-11,236/2025,Totó Online,Dispõe sobre d,Em Discussão,N/A,Chamada não identificada,video-3RdIXI6Cc18-ytranscript.txt,N/A
2024-02-23,237/2025,Caio Perfistui o programa doadores do futuro e da,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2025-09-04,237/2025,Caio Perfister,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-KlVAXPja2jI-ytranscript.txt,N/A
2025-09-11,237/2025,Caio Perfester,Dispõe sobre d,Em Discussão,N/A,Chamada não identificada,video-3RdIXI6Cc18-ytranscript.txt,N/A
2025-08-19,238/2025,Cacau,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",video-EeqUDqM_VzE-ytranscript.txt,N/A
2025-10-09,238/2025,João Miguel,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-10-16,238/2025,Vitinho,Dispõe sobre p,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2025-08-19,240/2025,Luciano,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",video-EeqUDqM_VzE-ytranscript.txt,N/A
2025-08-18,241/2025,Paulinho Nogueira altera a lei municipal 1189 de 9 de,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Totó, Totó Online",video-HCqLAjXnDAY-ytranscript.txt,N/A
2025-08-18,242/2025,Luciano Santos,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Totó, Totó Online",video-HCqLAjXnDAY-ytranscript.txt,N/A
2025-08-18,243/2025,Sandrinho,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Totó, Totó Online",video-HCqLAjXnDAY-ytranscript.txt,N/A
2025-08-21,243/2025,Luciano Santos,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-08-26,243/2025,Luciano Santos,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-08-18,244/2025,Sandrinho,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Totó, Totó Online",video-HCqLAjXnDAY-ytranscript.txt,N/A
2025-08-26,244/2025,Sandrinho,Dispõe sobre c,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-09-11,244/2025,Sandrinho,Dispõe sobre a,Não identificado,N/A,Chamada não identificada,video-3RdIXI6Cc18-ytranscript.txt,N/A
2025-08-18,245/2025,Vitinho,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho, Totó, Totó Online",video-HCqLAjXnDAY-ytranscript.txt,N/A
2025-10-16,245/2025,Vitinho,Dispõe sobre p,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2024-02-23,246/2025,Maurício,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2025-08-26,246/2025,Maurício Lopes,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2024-02-23,247/2025,Bruninho Almeida,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
2025-08-26,247/2025,Bruninho Almeida,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-xdk6i0-UGno-ytranscript.txt,N/A
2025-08-28,247/2025,Bruninho Almeida,Dispõe sobre a,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho",video-NvLFdoGpLKk-ytranscript.txt,N/A
2025-09-04,247/2025,Bruninho Almeida,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-KlVAXPja2jI-ytranscript.txt,N/A
2025-09-11,247/2025,Bruninho Almeida,Dispõe sobre d,Em Discussão,N/A,Chamada não identificada,video-3RdIXI6Cc18-ytranscript.txt,N/A
2025-09-30,248/2005,Calé,Dispõe sobre a,Não identificado,N/A,Chamada não identificada,video-BsSgj42_sG4-ytranscript.txt,https://www.youtube.com/watch?v=BsSgj42_sG4
2025-08-28,248/2025,Calé,Dispõe sobre a,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho",video-NvLFdoGpLKk-ytranscript.txt,N/A
2025-09-20,248/2025,Calé,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-0XcCRwhO6Lw-ytranscript.txt,N/A
2025-10-09,25/2025,João Miguel,Dispõe sobre o,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Totó, Totó Online",Sessão da Câmara de Teresópolis - 09 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=tMPrHarWa7c
2025-08-28,251/2025,João Miguel,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho",video-NvLFdoGpLKk-ytranscript.txt,N/A
2025-08-28,252/2025,Luciano Santos,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho",video-NvLFdoGpLKk-ytranscript.txt,N/A
2025-09-20,252/2025,Luciano Santos,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-0XcCRwhO6Lw-ytranscript.txt,N/A
2025-08-21,253/2025,Sandrinho,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-hw1VWiNyI-0-ytranscript.txt,N/A
2025-08-28,253/2025,Sandrinho,Inclui n,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho",video-NvLFdoGpLKk-ytranscript.txt,N/A
2025-09-20,253/2025,Sandrinho,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-0XcCRwhO6Lw-ytranscript.txt,N/A
2025-08-28,254/2025,Luciano Santos,Autoriza o,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Sandrinho",video-NvLFdoGpLKk-ytranscript.txt,N/A
2025-09-30,255/2025,Amanda,Dispõe sobre o,Aprovado (Votação Simbólica),N/A,Chamada não identificada,video-BsSgj42_sG4-ytranscript.txt,https://www.youtube.com/watch?v=BsSgj42_sG4
2024-02-23,256/2025,João Miguel,Cria o,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Totó, Totó Online",video-JPVf0YsX_6A-ytranscript.txt,N/A
