Data Sessão,PL,Autor,Ementa,Status,Votos,Presentes,Fonte,Link YouTube
2025-05-13,079/2025,Cacau Repórter,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt,https://www.youtube.com/watch?v=63boyEcTKDM
2025-03-08,08/2025,Márcia Valentim,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-KOFfnMQI7aA-ytranscript.txt,https://www.youtube.com/watch?v=KOFfnMQI7aA
2025-04-14,080/2025,Cacau Repórter,Dispõe sobre a,Encaminhado para Comissão,N/A,Chamada não identificada,video-Xx4rK1E4rqI-ytranscript.txt,https://www.youtube.com/watch?v=Xx4rK1E4rqI
2025-05-13,080/2025,Cacau Repórter,Dispõe sobre d,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt,https://www.youtube.com/watch?v=63boyEcTKDM
2024-04-05,081/2025,Calé,Dispõe sobre a,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2025-04-15,081/2025,Calé,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-05-13,081/2025,Calé,Dispõe sobre a,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt,https://www.youtube.com/watch?v=63boyEcTKDM
2025-05-29,082/2025,Diego Barbosa,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-NERWij9Cmqg-ytranscript.txt,https://www.youtube.com/watch?v=NERWij9Cmqg
2025-06-12,082/2025,Diego Barbosa,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-04-14,083/2025,Cacau Repórter,Dispõe sobre a,Encaminhado para Comissão,N/A,Chamada não identificada,video-Xx4rK1E4rqI-ytranscript.txt,https://www.youtube.com/watch?v=Xx4rK1E4rqI
2025-04-15,083/2025,Diego Barbosa,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-04-14,084/2025,Amanda,Dispõe sobre a,Encaminhado para Comissão,N/A,Chamada não identificada,video-Xx4rK1E4rqI-ytranscript.txt,https://www.youtube.com/watch?v=Xx4rK1E4rqI
2025-04-15,084/2025,Diego Barbosa,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-05-06,085/2025,Amanda,Autoriza o,Encaminhado para Comissão,N/A,Chamada não identificada,video-fAJP0gixuE0-ytranscript.txt,https://www.youtube.com/watch?v=fAJP0gixuE0
2025-04-14,086/2025,Autor não identificado,Ementa não identificada,Em Discussão,N/A,Chamada não identificada,video-Xx4rK1E4rqI-ytranscript.txt,https://www.youtube.com/watch?v=Xx4rK1E4rqI
2025-05-06,086/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,Chamada não identificada,video-fAJP0gixuE0-ytranscript.txt,https://www.youtube.com/watch?v=fAJP0gixuE0
2025-06-12,087/2025,Diego Barbosa,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-24,087/2025,Diego Barbosa,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2024-04-05,088/2025,Diego Barbosa,Dispõe sobre a,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2025-04-15,088/2025,Diego Barbosa,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2024-04-05,089/2025,Dudu do Resgate,Institui o,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2025-04-15,089/2025,Dudo Resgate,Institui o,Aprovado (Votação Simbólica),N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-05-13,089/2025,Dudu do Resgate,Institui o,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt,https://www.youtube.com/watch?v=63boyEcTKDM
2024-04-05,090/2025,Érica Marra,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2025-05-13,090/2025,Luciano Santos,Institui o,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt,https://www.youtube.com/watch?v=63boyEcTKDM
2025-06-24,092/2025,Paulinho Nogueira,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2024-04-05,096/2025,Diego Barbosa,Dispõe sobre d,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2024-04-05,097/2025,professor Amanda,Institui o,Em Discussão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2025-04-15,097/2025,Luciano Santos,Institui o,Aprovado (Votação Simbólica),N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2025-05-13,097/2025,Luciano Santos,Institui o,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt,https://www.youtube.com/watch?v=63boyEcTKDM
2025-06-12,098/2025,André do Gás e Amanda,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-03-08,10/2021,Dudu do Resgate,Dispõe sobre a,Em Discussão,N/A,"Amanda, André do Gás, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-KOFfnMQI7aA-ytranscript.txt,https://www.youtube.com/watch?v=KOFfnMQI7aA
2025-05-27,103/2025,Diego Barbosa,Dispõe sobre d,Encaminhado para Comissão,N/A,"Amanda, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-6AoJ7m12pY0-ytranscript.txt,https://www.youtube.com/watch?v=6AoJ7m12pY0
2025-05-29,103/2025,Diego Barbosa,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-NERWij9Cmqg-ytranscript.txt,https://www.youtube.com/watch?v=NERWij9Cmqg
2025-06-12,103/2025,Diego Barbosa,Dispõe sobre d,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-05-27,104/2025,Diego Barbosa,Dispõe sobre d,Encaminhado para Comissão,N/A,"Amanda, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-6AoJ7m12pY0-ytranscript.txt,https://www.youtube.com/watch?v=6AoJ7m12pY0
2025-05-29,104/2025,Diego Barbosa,Dispõe sobre d,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-NERWij9Cmqg-ytranscript.txt,https://www.youtube.com/watch?v=NERWij9Cmqg
2025-05-27,106/2025,Márcia Valentim,Dispõe sobre d,Encaminhado para Comissão,N/A,"Amanda, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-6AoJ7m12pY0-ytranscript.txt,https://www.youtube.com/watch?v=6AoJ7m12pY0
2025-06-24,106/2025,Luciano Santos,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-05-27,107/2025,Márcia Valentim,Dispõe sobre p,Não identificado,N/A,"Amanda, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-6AoJ7m12pY0-ytranscript.txt,https://www.youtube.com/watch?v=6AoJ7m12pY0
2025-06-24,107/2025,Luciano Santos,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-06-24,108/2025,Paulinho Nogueira,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-06-12,109/2025,Cacau Repórter,Dispõe sobre p,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-12,111/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-05-29,112/2025,Sandrinho,Dispõe sobre a,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-NERWij9Cmqg-ytranscript.txt,https://www.youtube.com/watch?v=NERWij9Cmqg
2025-06-12,112/2025,Érica Marra,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-05-13,113/2025,Cacau Repórter,Dispõe sobre a,Encaminhado para Comissão,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt,https://www.youtube.com/watch?v=63boyEcTKDM
2025-06-12,113/2025,Diego Barbosa,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-12,114/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2024-04-05,116/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2025-06-12,116/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2024-04-05,117/2025,Cacau Repórter,Dispõe sobre a,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2025-04-15,117/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-GWiUIy5IE0Q-ytranscript.txt,https://www.youtube.com/watch?v=GWiUIy5IE0Q
2024-04-05,118/2025,Diego Barbosa,Dispõe sobre a,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2025-06-12,118/2025,Diego Barbosa,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-03-08,12/2025,Dudu do Resgate,Dispõe sobre a,Em Discussão,N/A,"Amanda, André do Gás, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-KOFfnMQI7aA-ytranscript.txt,https://www.youtube.com/watch?v=KOFfnMQI7aA
2025-05-13,120/2025,Amanda,Dispõe sobre a,Não identificado,N/A,Chamada não identificada,video-63boyEcTKDM-ytranscript.txt,https://www.youtube.com/watch?v=63boyEcTKDM
2025-06-12,120/2025,Amanda,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-12,122/2025,Diego Barbosa,Dispõe sobre c,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-12,123/2025,Diego Barbosa,Dispõe sobre c,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-9WnNBpuIIa0-ytranscript.txt,https://www.youtube.com/watch?v=9WnNBpuIIa0
2025-06-24,123/2025,Paulinho Nogueira,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2025-06-05,124/2025,Cacau Repórter,Dispõe sobre a,Não identificado,N/A,Chamada não identificada,video-UcelumXPU2U-ytranscript.txt,https://www.youtube.com/watch?v=UcelumXPU2U
2025-10-14,124/2025,Amanda,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Sandrinho, Totó, Totó Online",Sessão da Câmara de Teresópolis - 14 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=KFnG553dDHU
2025-10-16,124/2025,Amanda,Dispõe sobre a,Não identificado,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Sandrinho",Sessão da Câmara de Teresópolis - 16 - 10 - 2025 (ytranscript.app).txt,https://www.youtube.com/watch?v=rL5qLDemuZo
2024-04-05,126/2025,Márcia Valentim,Dispõe sobre a,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2024-04-05,127/2025,Marcos Rangel,Dispõe sobre a,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2025-06-24,127/2025,Paulinho Nogueira,Dispõe sobre a,Não identificado,N/A,"Amanda, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-TgmiFJBXdpU-ytranscript.txt,https://www.youtube.com/watch?v=TgmiFJBXdpU
2024-04-05,128/2025,Luciano Santos,Dispõe sobre a,Encaminhado para Comissão,N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim, Érica Marra",video-cXHvCEWqVIU-ytranscript.txt,https://www.youtube.com/watch?v=cXHvCEWqVIU
2025-05-29,129/2025,Cacau Repórter,Dispõe sobre o,Aprovado (Votação Simbólica),N/A,"Amanda, André do Gás, Bruninho Almeida, Cacau Repórter, Caio Perfister, Calé, Dudu do Resgate, Diego Barbosa, Fabinho Filé, Fidel Faria, Igor Faraco, João Miguel, Luciano Santos, Márcia Valentim, Marcos Rangel, Maurício Lopes, Paulinho Nogueira, Amurim",video-NERWij9Cmqg-ytranscript.txt,https://www.youtube.com/watch?v=NERWij9Cmqg
